cgpa,internships,projects,workshops,aptitude_score,soft_skills,extracurricular,placement_training,ssc_marks,hsc_marks,status
7.5,1,2,0,76,3.4,No,Yes,79,71,Not Placed
8.2,2,1,2,74,3.9,No,No,79,64,Not Placed
8.3,2,3,3,90,4.8,Yes,Yes,90,83,Placed
8.4,1,1,0,84,4.7,Yes,No,62,63,Not Placed
8.3,2,1,1,79,4.2,Yes,No,78,74,Not Placed
8.5,2,3,2,84,4.8,Yes,Yes,70,85,Placed
8.4,2,2,0,74,4.3,Yes,No,60,73,Placed
7.1,1,1,0,79,4.6,No,No,62,72,Not Placed
7.6,2,2,3,86,4.8,Yes,Yes,85,84,Placed
8.8,1,3,0,88,4.4,No,Yes,71,82,Not Placed
8.3,1,3,2,90,4.5,Yes,Yes,56,71,Placed
8.4,2,3,2,90,4.8,Yes,Yes,84,88,Placed
8.2,0,3,2,90,4.7,Yes,No,82,86,Placed
8.1,2,2,1,75,3.8,No,No,55,64,Not Placed
6.5,1,1,0,74,3.5,No,No,74,62,Not Placed
7.6,1,1,0,77,4.4,No,No,55,65,Not Placed
8.3,1,3,0,76,3.8,Yes,Yes,77,66,Placed
7.1,1,2,0,89,4.7,No,No,78,69,Not Placed
7.5,0,1,1,67,3.6,Yes,No,55,60,Not Placed
7.7,0,3,1,68,4.4,Yes,No,62,62,Not Placed
8.3,2,3,2,79,4.7,Yes,Yes,85,65,Placed
6.5,1,1,0,69,3.4,No,No,66,66,Not Placed
8.4,1,3,0,76,4.7,Yes,Yes,72,74,Placed
8.1,2,1,1,90,4.4,No,No,70,84,Placed
7.6,2,2,2,90,4.1,Yes,Yes,82,80,Placed
8.3,1,3,2,90,4.8,Yes,Yes,75,80,Placed
7.4,2,2,0,81,4.7,Yes,Yes,74,65,Not Placed
7.7,1,2,1,69,4.8,Yes,Yes,61,70,Placed
7.6,1,1,0,83,3.7,Yes,Yes,69,82,Not Placed
7.6,1,1,1,73,4.1,No,No,55,67,Not Placed
8.8,2,3,2,90,4.8,Yes,Yes,84,83,Placed
7.7,1,3,0,89,4.8,Yes,Yes,71,71,Placed
7.3,0,1,2,75,4.5,Yes,Yes,73,79,Placed
6.7,0,1,1,66,3.9,No,Yes,55,61,Not Placed
6.5,1,1,0,75,3.5,No,No,55,67,Not Placed
6.6,1,1,0,76,4.4,No,No,57,62,Not Placed
7.1,0,1,0,69,4.2,No,Yes,57,71,Placed
8.6,1,2,2,80,4.8,Yes,Yes,73,80,Not Placed
8.3,2,3,2,90,4.6,Yes,Yes,70,84,Placed
8.1,1,3,2,78,4.8,Yes,Yes,78,84,Not Placed
7.6,0,1,1,77,3.4,No,No,58,67,Not Placed
7.4,1,3,1,89,3.6,Yes,Yes,68,83,Not Placed
7.5,1,2,1,71,4.0,Yes,Yes,72,63,Not Placed
8.2,2,3,2,82,4.5,Yes,Yes,72,88,Placed
8.5,1,1,1,71,3.8,No,Yes,63,87,Not Placed
8.4,2,3,2,90,4.6,Yes,Yes,83,88,Placed
7.4,1,1,0,75,4.3,No,No,60,64,Not Placed
6.6,1,1,1,68,4.1,Yes,Yes,77,69,Not Placed
8.6,2,3,2,84,4.7,Yes,Yes,71,82,Placed
8.2,2,3,2,89,4.8,Yes,Yes,84,86,Placed
7.8,1,2,1,89,4.8,Yes,Yes,70,73,Not Placed
7.4,1,1,1,75,4.2,Yes,Yes,64,64,Not Placed
8.2,1,3,2,90,4.7,Yes,Yes,83,82,Placed
8.3,2,2,0,76,3.9,No,No,83,80,Not Placed
8.5,1,3,0,90,4.1,Yes,Yes,81,85,Placed
6.5,1,1,2,90,4.8,Yes,No,75,80,Not Placed
8.4,1,2,2,88,4.1,Yes,Yes,66,86,Placed
8.7,1,1,0,83,4.3,No,No,66,70,Placed
8.1,0,2,1,79,4.4,No,No,68,66,Placed
6.6,0,1,0,88,4.3,No,Yes,55,72,Not Placed
7.2,1,1,2,74,4.7,No,No,55,78,Not Placed
7.4,1,2,0,78,3.9,No,Yes,73,72,Not Placed
7.5,1,1,1,68,3.8,No,No,56,63,Not Placed
8.2,1,3,2,88,4.4,Yes,No,74,84,Not Placed
7.4,1,1,1,66,4.2,No,Yes,56,62,Not Placed
7.7,0,2,0,70,3.6,No,Yes,57,66,Not Placed
8.3,0,3,2,90,4.8,Yes,Yes,83,84,Placed
6.5,1,2,0,83,4.5,No,No,69,71,Not Placed
7.5,1,1,1,64,4.3,No,No,55,71,Not Placed
8.1,2,3,2,82,4.3,No,Yes,55,66,Not Placed
8.7,1,3,1,88,4.6,Yes,Yes,76,80,Placed
8.3,1,3,2,85,4.2,Yes,Yes,73,83,Placed
6.5,0,2,0,69,3.6,No,Yes,55,75,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,87,67,Placed
7.1,1,3,2,76,4.8,Yes,Yes,78,80,Placed
6.5,0,1,1,74,4.1,No,No,55,64,Not Placed
6.9,1,3,1,79,4.2,Yes,Yes,73,71,Not Placed
6.5,1,1,1,76,4.6,Yes,Yes,60,73,Not Placed
7.5,0,1,0,75,3.7,No,No,61,70,Not Placed
7.5,1,1,0,75,3.7,No,No,57,66,Not Placed
7.9,1,1,0,87,4.4,No,Yes,58,70,Placed
7.5,1,2,1,60,3.4,Yes,Yes,78,84,Not Placed
8.3,1,3,2,90,4.7,Yes,Yes,65,87,Not Placed
8.2,0,3,2,90,4.8,Yes,Yes,78,87,Placed
7.6,1,1,1,83,4.2,Yes,Yes,68,86,Placed
8.5,0,3,2,90,4.7,Yes,Yes,70,86,Placed
8.6,2,2,2,90,4.8,Yes,Yes,78,83,Placed
8.5,1,3,2,90,4.3,Yes,Yes,72,87,Placed
6.5,1,2,1,70,3.9,No,No,56,68,Not Placed
8.9,1,3,0,84,4.5,Yes,Yes,72,84,Placed
7.3,1,1,1,66,3.8,No,Yes,59,70,Not Placed
7.9,1,2,1,87,4.4,Yes,No,58,83,Not Placed
7.3,1,1,1,77,3.8,No,Yes,68,69,Not Placed
6.5,1,1,1,78,3.6,No,Yes,86,67,Not Placed
7.9,2,3,2,89,4.8,Yes,Yes,61,82,Placed
7.8,1,2,2,77,4.8,Yes,Yes,85,87,Placed
6.7,1,1,0,63,4.0,No,Yes,55,65,Not Placed
8.3,2,3,2,70,4.2,Yes,Yes,82,68,Not Placed
7.0,1,2,1,78,4.8,Yes,Yes,55,68,Not Placed
8.3,1,3,2,90,4.8,No,Yes,79,87,Placed
6.5,1,1,1,68,3.4,No,No,60,69,Not Placed
6.8,1,1,1,72,4.8,No,Yes,62,67,Not Placed
6.5,0,1,0,86,4.5,No,No,63,69,Not Placed
6.5,1,2,1,88,4.5,Yes,Yes,72,87,Placed
8.0,0,3,2,87,3.8,No,No,73,63,Placed
7.5,1,1,1,66,4.0,No,No,58,65,Not Placed
8.1,1,1,0,77,4.8,Yes,No,57,63,Placed
7.4,0,1,0,60,3.0,No,No,55,70,Not Placed
6.5,2,1,1,83,3.6,Yes,Yes,76,67,Not Placed
6.5,1,2,2,90,4.5,Yes,Yes,55,70,Placed
7.6,1,1,1,70,4.4,Yes,Yes,78,63,Not Placed
6.5,1,2,1,80,4.2,No,No,55,65,Not Placed
7.9,1,3,1,84,4.1,Yes,Yes,74,62,Placed
8.2,1,2,0,75,4.5,Yes,Yes,55,62,Placed
6.8,0,1,0,67,3.6,No,No,55,62,Not Placed
8.4,0,2,1,87,4.4,No,Yes,72,68,Placed
7.9,2,3,3,82,4.6,Yes,Yes,83,86,Placed
7.0,1,1,1,78,4.7,No,No,55,69,Not Placed
7.7,1,2,0,77,4.3,Yes,Yes,61,83,Placed
7.4,0,2,0,71,3.8,No,No,55,64,Not Placed
8.4,2,3,2,87,4.5,Yes,Yes,77,86,Placed
6.5,1,2,0,72,4.1,No,No,55,70,Not Placed
7.6,1,1,1,67,4.5,No,No,55,74,Not Placed
7.1,1,1,0,77,4.1,No,Yes,74,66,Not Placed
7.5,1,1,2,68,4.6,Yes,No,62,70,Not Placed
6.5,1,1,0,75,3.9,No,No,59,82,Not Placed
7.9,1,2,0,84,4.6,Yes,No,73,84,Placed
6.5,1,1,1,83,3.8,Yes,No,72,72,Placed
8.1,2,3,3,90,4.6,Yes,Yes,77,85,Placed
8.3,1,3,2,90,4.5,Yes,Yes,75,79,Placed
8.7,1,3,2,86,4.7,Yes,Yes,67,86,Not Placed
7.5,0,2,0,74,3.7,No,Yes,55,72,Not Placed
7.7,2,1,0,85,4.4,Yes,No,66,75,Placed
6.8,1,1,0,76,4.3,No,No,67,65,Not Placed
8.5,1,3,1,82,4.7,Yes,Yes,76,88,Placed
7.9,0,2,0,70,4.7,Yes,Yes,77,85,Placed
7.4,1,1,0,85,3.7,No,No,57,67,Not Placed
8.1,1,2,0,79,4.1,Yes,Yes,85,68,Placed
8.5,0,1,0,74,4.3,No,Yes,68,83,Not Placed
6.6,1,3,2,90,4.3,Yes,Yes,82,80,Placed
8.4,2,2,2,83,4.5,Yes,Yes,84,86,Placed
7.3,0,2,1,71,4.4,No,No,68,69,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,74,88,Placed
8.5,2,3,2,88,4.8,Yes,Yes,82,87,Placed
8.4,2,3,2,86,4.4,Yes,Yes,72,61,Placed
8.2,2,3,2,90,4.7,Yes,No,75,85,Placed
8.1,1,3,1,76,4.2,No,Yes,73,84,Placed
7.4,1,1,2,85,4.4,Yes,No,75,67,Placed
7.7,0,1,0,81,4.8,Yes,No,55,70,Not Placed
7.4,1,1,1,68,3.9,Yes,Yes,62,63,Not Placed
8.2,1,2,2,90,4.8,Yes,Yes,74,86,Placed
8.2,2,3,2,87,4.6,Yes,No,87,86,Placed
7.6,0,3,0,90,4.8,Yes,Yes,85,83,Placed
7.5,2,2,0,73,3.3,No,No,55,62,Not Placed
8.4,2,1,2,86,4.4,Yes,Yes,83,81,Placed
8.0,1,2,0,87,3.6,No,Yes,55,61,Not Placed
8.5,2,3,2,85,4.4,Yes,Yes,74,83,Not Placed
7.3,0,3,0,77,4.6,Yes,Yes,87,88,Not Placed
8.3,1,2,0,80,4.8,Yes,Yes,73,83,Placed
8.6,0,1,0,77,4.1,No,Yes,60,71,Not Placed
7.5,1,1,1,70,3.6,No,Yes,55,64,Not Placed
8.8,2,1,2,83,4.8,Yes,Yes,84,83,Placed
8.3,2,3,2,84,4.8,Yes,Yes,77,82,Placed
6.6,0,1,3,75,3.9,No,No,56,73,Not Placed
7.9,2,3,2,90,4.6,Yes,Yes,82,81,Placed
6.7,1,1,0,75,4.1,Yes,Yes,70,68,Not Placed
8.0,1,2,1,82,4.4,No,Yes,81,65,Placed
7.4,2,2,2,87,4.0,Yes,Yes,79,84,Placed
7.7,2,2,1,74,4.6,No,No,61,64,Not Placed
7.1,1,3,2,86,4.8,Yes,Yes,61,85,Not Placed
8.5,2,3,2,88,4.6,Yes,No,68,87,Placed
6.5,0,1,1,70,4.2,No,No,70,65,Not Placed
7.2,2,1,1,78,4.3,Yes,Yes,90,63,Placed
7.9,0,1,0,80,4.5,Yes,Yes,58,81,Placed
7.5,1,3,0,71,4.0,No,No,64,85,Not Placed
7.7,2,3,2,86,4.6,Yes,Yes,61,84,Placed
6.9,0,3,2,78,4.3,Yes,Yes,84,73,Placed
7.6,1,2,0,80,4.4,No,No,61,72,Not Placed
8.7,1,3,0,77,3.5,Yes,Yes,56,58,Placed
8.5,2,1,2,77,4.5,Yes,Yes,66,71,Placed
8.2,1,2,0,87,4.2,Yes,Yes,73,84,Not Placed
8.1,2,3,2,78,3.4,Yes,Yes,83,81,Placed
7.9,1,3,2,90,4.7,Yes,Yes,83,82,Placed
7.8,2,3,2,90,4.8,Yes,Yes,68,87,Placed
8.0,2,1,0,82,4.6,Yes,Yes,61,79,Placed
8.3,1,2,1,71,4.0,Yes,Yes,55,61,Not Placed
8.6,1,2,3,75,4.5,Yes,Yes,56,85,Placed
7.6,0,1,0,64,3.7,No,No,62,68,Not Placed
7.5,1,1,1,72,4.0,No,Yes,63,62,Not Placed
6.6,1,1,0,73,4.6,No,No,66,72,Not Placed
8.1,2,2,1,86,4.4,Yes,Yes,57,65,Placed
7.7,2,3,0,83,4.6,Yes,No,80,75,Not Placed
8.1,1,3,2,90,4.6,Yes,Yes,72,88,Placed
8.0,1,3,2,85,4.8,Yes,Yes,76,83,Placed
8.1,2,1,1,87,4.1,Yes,Yes,55,69,Not Placed
7.6,1,2,1,90,4.5,Yes,Yes,68,86,Not Placed
8.4,2,1,2,87,4.5,Yes,No,63,82,Placed
6.6,0,1,1,81,3.5,No,Yes,55,70,Not Placed
6.7,1,1,0,76,4.6,Yes,No,79,65,Placed
8.3,0,3,2,78,4.1,Yes,Yes,65,65,Placed
8.3,1,2,1,80,4.7,Yes,Yes,74,81,Not Placed
7.0,1,2,0,89,4.6,Yes,No,83,82,Not Placed
6.7,1,3,0,74,4.5,Yes,Yes,72,63,Not Placed
8.4,1,3,2,83,4.8,Yes,Yes,65,71,Placed
8.1,0,3,2,89,4.8,Yes,Yes,72,85,Placed
7.3,0,1,0,75,3.7,No,No,60,70,Not Placed
8.2,0,3,2,79,3.9,No,Yes,81,65,Not Placed
7.7,1,3,0,90,4.3,Yes,Yes,80,78,Placed
8.5,1,3,2,75,4.1,Yes,Yes,76,77,Placed
6.8,1,2,0,78,3.8,No,Yes,77,66,Not Placed
7.9,2,3,2,85,4.4,Yes,Yes,86,76,Placed
8.5,0,3,0,83,4.8,Yes,Yes,78,86,Not Placed
7.6,1,1,0,66,3.2,No,No,55,63,Not Placed
7.3,1,3,0,87,4.6,Yes,No,55,70,Not Placed
7.5,0,1,0,67,4.5,No,No,87,70,Not Placed
8.2,0,3,2,86,3.9,Yes,Yes,75,84,Not Placed
8.0,1,1,0,81,4.6,Yes,Yes,85,87,Not Placed
7.8,1,3,2,90,4.8,Yes,Yes,86,70,Placed
8.6,1,3,2,79,4.3,Yes,Yes,88,80,Placed
8.2,2,3,2,75,4.2,Yes,Yes,75,81,Placed
8.3,2,3,2,89,4.7,Yes,Yes,84,82,Placed
7.4,0,1,0,66,4.2,No,No,63,73,Not Placed
8.5,0,3,2,90,4.8,Yes,Yes,70,88,Placed
7.4,1,3,1,83,4.3,Yes,Yes,55,61,Placed
8.4,2,3,3,90,4.7,Yes,Yes,85,80,Placed
7.3,1,1,0,76,4.3,No,Yes,63,69,Not Placed
7.0,0,1,1,67,4.1,No,Yes,69,81,Not Placed
6.7,0,2,1,73,4.2,No,Yes,63,62,Not Placed
7.6,1,2,0,65,4.3,Yes,Yes,71,62,Not Placed
7.5,1,2,3,76,3.7,No,Yes,55,67,Not Placed
7.3,0,2,0,79,3.8,No,Yes,83,81,Not Placed
7.3,0,1,0,60,3.2,No,No,55,62,Not Placed
7.7,0,1,1,60,4.7,No,No,59,62,Not Placed
8.2,2,3,2,87,4.6,Yes,Yes,81,86,Placed
8.0,1,2,1,73,4.4,Yes,Yes,84,75,Placed
7.6,1,1,1,75,4.1,Yes,Yes,55,68,Not Placed
7.8,1,2,2,77,4.3,No,No,81,83,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,77,88,Placed
7.0,1,2,0,89,4.1,Yes,No,70,68,Not Placed
7.7,0,2,1,81,4.1,Yes,Yes,69,85,Not Placed
7.7,1,1,0,70,4.8,No,Yes,55,67,Not Placed
7.0,1,2,0,68,4.0,No,Yes,55,74,Not Placed
8.2,2,3,2,90,4.7,Yes,Yes,74,87,Placed
7.4,1,1,1,67,3.3,No,No,55,63,Not Placed
8.3,2,3,2,88,4.7,Yes,Yes,75,85,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,81,80,Placed
6.7,0,3,2,88,4.7,Yes,Yes,82,82,Placed
7.4,1,1,0,70,3.7,No,Yes,61,72,Not Placed
8.2,1,3,0,84,4.7,Yes,Yes,71,81,Placed
7.7,2,2,3,83,4.3,Yes,Yes,75,80,Not Placed
8.2,1,3,2,90,4.8,Yes,Yes,85,84,Placed
8.7,2,3,2,89,4.8,Yes,Yes,77,83,Placed
8.2,1,1,0,77,4.1,Yes,Yes,79,65,Not Placed
7.6,1,1,1,71,4.2,No,No,57,75,Not Placed
7.9,2,3,2,89,4.4,Yes,Yes,89,86,Placed
6.7,1,1,0,89,4.6,No,No,55,68,Not Placed
7.8,0,2,0,78,4.8,Yes,Yes,75,86,Placed
8.3,2,3,2,90,4.8,Yes,Yes,81,84,Placed
8.3,1,2,2,89,4.8,Yes,Yes,81,62,Placed
7.7,0,2,0,76,4.7,Yes,No,67,81,Placed
7.6,1,2,2,70,4.5,Yes,No,55,72,Not Placed
7.0,1,1,2,75,4.4,Yes,No,59,68,Not Placed
6.5,1,1,0,67,3.9,No,No,58,74,Not Placed
7.6,1,3,2,83,4.5,Yes,Yes,68,73,Not Placed
6.7,1,1,0,81,4.1,No,No,55,64,Not Placed
7.9,2,3,2,86,4.8,Yes,Yes,71,84,Not Placed
7.5,0,1,0,70,3.8,No,No,56,69,Not Placed
7.8,2,3,0,89,4.5,Yes,Yes,77,82,Placed
7.5,1,2,1,82,4.7,No,Yes,55,72,Not Placed
8.4,2,3,2,89,4.4,Yes,Yes,78,84,Not Placed
7.8,0,3,0,78,4.4,No,No,74,79,Placed
7.7,2,3,2,87,4.8,Yes,Yes,77,86,Placed
6.5,0,1,0,81,4.2,No,No,55,69,Not Placed
8.3,0,3,0,84,4.4,Yes,No,72,83,Placed
7.7,1,1,1,79,4.0,Yes,Yes,84,65,Not Placed
6.5,1,2,0,69,4.0,No,No,58,72,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,68,87,Placed
8.3,2,3,2,90,4.8,Yes,No,85,83,Placed
7.6,1,1,0,65,3.1,No,No,58,69,Not Placed
8.7,1,3,2,90,4.8,Yes,Yes,80,83,Placed
7.3,1,1,0,66,4.3,No,Yes,55,68,Not Placed
6.5,0,1,0,79,4.3,No,No,66,62,Not Placed
8.7,2,3,3,90,4.6,Yes,Yes,77,87,Placed
6.7,1,2,2,83,4.8,Yes,No,65,80,Placed
8.1,1,2,2,83,4.4,Yes,Yes,85,66,Placed
7.2,1,1,3,75,3.5,No,No,67,66,Not Placed
7.6,1,1,0,70,3.8,No,Yes,55,63,Not Placed
6.5,1,3,0,76,4.4,Yes,No,55,67,Not Placed
8.0,0,1,1,81,4.0,No,No,55,73,Not Placed
7.9,1,1,1,63,4.2,No,No,60,62,Not Placed
7.6,1,2,0,75,3.5,No,Yes,61,76,Not Placed
7.7,0,1,0,81,4.3,Yes,Yes,76,71,Not Placed
7.5,1,3,0,86,4.5,Yes,Yes,90,67,Placed
7.2,1,1,0,70,3.7,No,No,55,58,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,76,85,Placed
8.6,1,3,1,88,4.8,Yes,Yes,80,81,Placed
7.8,1,1,2,65,4.1,No,No,55,66,Not Placed
7.7,1,1,1,69,4.0,Yes,Yes,79,85,Not Placed
7.8,2,3,2,90,4.8,Yes,Yes,84,87,Placed
8.2,1,2,2,77,4.4,Yes,Yes,75,81,Placed
6.7,1,1,1,83,4.3,No,No,55,63,Not Placed
8.6,2,3,2,90,4.8,Yes,Yes,81,79,Placed
7.8,2,3,2,90,4.5,Yes,Yes,74,85,Placed
6.8,1,1,1,60,3.9,No,No,62,63,Not Placed
8.0,2,3,2,89,4.8,Yes,Yes,76,87,Placed
8.4,0,3,0,84,4.2,Yes,Yes,75,82,Placed
7.6,1,2,0,71,4.5,No,Yes,55,64,Placed
8.2,2,3,2,90,4.8,Yes,Yes,70,84,Placed
8.1,2,3,1,81,4.8,Yes,Yes,74,83,Not Placed
7.4,0,1,1,76,4.3,No,Yes,55,62,Not Placed
8.4,1,1,0,90,4.7,Yes,Yes,83,85,Placed
8.2,1,3,0,80,4.7,Yes,Yes,75,82,Placed
8.4,1,1,0,74,4.3,Yes,Yes,72,88,Not Placed
8.2,1,1,0,79,4.5,Yes,Yes,81,63,Placed
8.6,2,3,0,71,4.2,Yes,Yes,79,86,Placed
8.6,1,3,0,89,4.7,Yes,Yes,72,85,Placed
6.5,0,1,0,61,3.7,No,No,55,75,Not Placed
6.6,1,1,0,64,3.2,Yes,Yes,55,62,Not Placed
6.8,0,2,1,71,4.0,No,No,58,70,Not Placed
8.4,1,1,2,83,4.5,Yes,Yes,68,83,Not Placed
7.6,0,1,2,71,3.9,No,Yes,61,67,Not Placed
7.7,1,1,1,66,4.1,No,Yes,58,61,Not Placed
7.5,1,1,0,70,4.8,No,No,61,72,Not Placed
8.2,0,3,2,81,4.3,Yes,No,88,84,Not Placed
8.5,1,3,2,82,4.8,Yes,Yes,76,82,Placed
7.8,1,1,0,74,4.5,No,No,55,62,Not Placed
7.5,2,2,1,90,4.2,Yes,Yes,82,74,Not Placed
7.2,0,2,1,86,4.2,Yes,Yes,55,70,Not Placed
8.4,2,1,2,78,4.1,Yes,Yes,55,64,Not Placed
8.7,2,2,2,73,4.1,No,Yes,58,66,Not Placed
6.6,1,1,1,80,4.4,No,Yes,77,68,Not Placed
8.0,2,3,0,82,4.8,No,Yes,80,84,Placed
7.7,1,2,0,82,4.1,No,Yes,74,74,Not Placed
6.9,1,2,0,79,4.2,Yes,Yes,77,63,Not Placed
6.8,1,2,0,82,4.0,No,Yes,76,87,Not Placed
6.5,2,3,2,86,4.4,Yes,Yes,76,81,Not Placed
8.3,1,1,0,78,3.7,No,Yes,55,66,Not Placed
7.2,0,1,0,66,3.3,No,No,55,67,Not Placed
6.6,1,2,0,68,3.6,No,No,60,57,Not Placed
8.5,1,3,0,86,4.6,Yes,No,90,64,Placed
7.5,1,1,1,79,4.4,Yes,Yes,55,67,Not Placed
8.2,2,1,2,90,4.8,Yes,No,73,70,Not Placed
8.1,2,3,0,86,3.5,Yes,Yes,75,83,Placed
7.8,2,3,2,90,4.8,Yes,Yes,90,79,Placed
8.3,2,3,2,90,4.8,Yes,Yes,81,86,Placed
8.4,2,3,0,90,4.5,Yes,Yes,87,83,Placed
7.1,2,1,1,77,4.4,No,Yes,75,82,Placed
7.6,1,3,0,70,4.8,No,Yes,59,73,Not Placed
8.5,2,3,2,90,4.7,Yes,Yes,85,82,Placed
7.7,1,1,1,67,4.4,No,No,56,64,Not Placed
8.6,2,3,2,90,4.8,Yes,Yes,71,80,Placed
8.1,1,3,0,77,4.3,No,Yes,71,69,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,79,83,Placed
8.5,2,3,0,88,4.7,Yes,Yes,74,86,Placed
8.3,0,1,2,75,4.2,No,Yes,73,69,Not Placed
8.3,2,3,2,90,4.5,Yes,Yes,63,82,Not Placed
7.4,1,1,1,81,3.5,No,Yes,55,64,Not Placed
7.4,0,1,0,70,3.2,No,Yes,55,57,Not Placed
8.0,2,3,0,85,4.7,Yes,No,70,88,Placed
6.5,0,1,0,72,3.7,Yes,Yes,63,66,Not Placed
7.7,1,2,0,77,4.3,No,Yes,55,68,Not Placed
7.5,1,2,1,73,4.2,Yes,Yes,76,71,Not Placed
7.4,1,2,1,82,4.0,No,No,58,62,Not Placed
7.2,2,1,3,84,3.9,No,Yes,72,68,Not Placed
7.5,0,1,0,75,4.1,Yes,Yes,72,65,Placed
8.4,1,1,3,89,4.4,Yes,Yes,72,71,Placed
6.7,1,1,1,60,3.3,No,Yes,62,69,Placed
8.1,1,2,1,90,4.7,Yes,Yes,71,72,Not Placed
6.5,1,1,0,83,3.9,No,Yes,70,69,Not Placed
7.7,0,1,0,77,4.1,No,Yes,77,71,Placed
8.6,1,3,0,88,4.8,Yes,Yes,80,82,Placed
7.8,1,1,0,82,4.6,Yes,Yes,55,77,Placed
7.3,2,3,2,90,4.0,Yes,No,85,87,Placed
6.9,0,3,0,85,4.8,No,No,58,58,Not Placed
7.9,1,3,1,80,4.3,Yes,Yes,74,88,Not Placed
7.8,0,2,2,85,4.7,Yes,Yes,85,87,Placed
7.8,0,1,2,76,4.3,Yes,No,55,69,Not Placed
8.5,0,3,0,81,4.1,No,No,73,75,Not Placed
6.9,2,1,2,90,4.8,Yes,Yes,82,85,Placed
6.8,0,1,2,77,3.6,No,Yes,57,64,Not Placed
7.8,1,3,0,74,4.2,Yes,No,62,84,Not Placed
7.9,1,2,1,82,4.5,No,Yes,67,66,Not Placed
8.2,1,1,2,79,4.2,No,No,78,70,Not Placed
7.9,1,1,0,78,3.9,Yes,Yes,82,62,Not Placed
7.3,2,2,0,66,4.1,Yes,Yes,60,70,Not Placed
6.5,1,1,0,85,3.6,No,No,55,72,Not Placed
8.3,2,3,0,90,4.6,Yes,Yes,75,71,Not Placed
8.2,2,2,2,87,4.4,Yes,Yes,78,83,Placed
7.6,1,2,0,82,4.3,No,Yes,64,71,Not Placed
7.8,1,2,1,81,4.6,Yes,Yes,82,84,Not Placed
6.9,2,3,1,77,4.3,Yes,Yes,55,81,Placed
8.0,2,1,2,89,4.8,Yes,No,85,88,Not Placed
6.7,0,3,2,90,4.8,Yes,Yes,76,88,Placed
8.3,0,3,0,87,4.6,Yes,Yes,76,81,Placed
7.6,1,1,1,79,4.3,No,Yes,55,58,Not Placed
7.3,0,1,1,69,4.6,No,No,58,65,Not Placed
7.2,1,2,1,75,4.6,Yes,Yes,79,74,Not Placed
7.5,1,1,1,78,3.9,No,No,55,64,Not Placed
6.6,1,2,0,83,4.2,No,Yes,82,71,Not Placed
6.5,1,3,1,73,4.2,No,Yes,59,67,Not Placed
6.5,2,1,2,68,4.2,No,No,74,63,Not Placed
6.7,1,2,0,73,4.0,No,Yes,58,68,Placed
7.9,1,3,0,75,4.1,Yes,No,75,74,Not Placed
8.3,2,3,2,90,4.4,Yes,Yes,85,85,Placed
8.2,1,3,2,90,4.8,Yes,Yes,88,85,Placed
6.5,1,2,1,78,3.8,No,No,55,62,Not Placed
7.6,1,1,1,70,4.7,No,Yes,55,69,Not Placed
8.5,2,3,1,68,4.0,Yes,Yes,73,70,Not Placed
7.9,2,3,2,82,4.6,Yes,No,72,87,Not Placed
7.6,2,1,2,77,4.2,No,No,75,66,Not Placed
7.4,1,1,1,71,4.4,Yes,Yes,68,66,Not Placed
8.2,1,2,3,68,4.4,Yes,Yes,75,82,Placed
6.6,1,2,2,83,4.6,Yes,Yes,82,70,Not Placed
8.4,2,3,2,85,4.7,Yes,Yes,75,88,Not Placed
8.3,0,3,2,81,4.6,Yes,Yes,80,75,Placed
7.5,1,1,0,71,4.1,Yes,Yes,55,70,Not Placed
7.4,1,2,0,84,4.5,Yes,Yes,61,66,Not Placed
8.1,2,3,1,90,4.4,Yes,Yes,79,83,Placed
7.9,1,3,0,78,4.4,No,No,61,66,Not Placed
6.6,1,3,0,83,4.8,Yes,Yes,76,84,Placed
7.9,2,3,0,81,4.6,Yes,Yes,82,79,Not Placed
8.5,2,3,1,70,3.9,Yes,Yes,60,71,Not Placed
8.2,1,1,3,83,4.0,Yes,Yes,74,83,Placed
7.0,1,1,0,65,4.6,Yes,Yes,58,58,Not Placed
7.1,2,3,0,80,4.3,Yes,Yes,82,84,Placed
7.6,2,1,1,74,3.7,Yes,Yes,63,70,Not Placed
8.4,2,3,2,90,4.7,Yes,Yes,73,88,Placed
8.2,1,1,1,74,3.7,No,Yes,60,61,Placed
8.2,1,3,2,90,4.8,Yes,No,79,85,Placed
8.3,2,3,1,83,4.1,Yes,Yes,81,66,Not Placed
7.4,1,1,1,70,3.8,No,No,56,71,Not Placed
7.8,1,2,0,83,4.8,Yes,Yes,77,68,Placed
8.4,1,1,1,67,3.5,No,Yes,55,64,Not Placed
6.5,1,2,1,69,3.7,No,No,66,66,Not Placed
8.4,2,3,2,90,4.8,Yes,Yes,77,85,Placed
8.4,2,1,2,90,4.8,Yes,Yes,79,83,Placed
8.4,1,1,0,80,4.6,Yes,Yes,77,82,Not Placed
7.8,0,1,1,79,4.7,Yes,Yes,82,75,Placed
7.3,1,2,0,82,4.6,Yes,Yes,71,70,Not Placed
